Duration,Checking account,Credit amount,Purpose,Job ,Job,Sex ,Sex,Checking account ,Purpose ,csv,data_source,Saving accounts,Housing,Risk,Age,value,Unnamed: 0
36,NA,4686,car,3,3,male,male,NA,car,,kaggle,little,free,good,32,391779,511
24,moderate,4736,furniture/equipment,1,1,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,25,391779,911
15,rich,2327,radio/TV,1,1,female,female,rich,radio/TV,,kaggle,little,own,bad,25,391779,834
30,rich,3017,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,47,391779,669
18,NA,3422,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,47,391779,844
24,,1851,radio/TV,2,2,male,male,,radio/TV,,kaggle,little,own,good,33,391779,643
42,rich,4796,car,2,2,male,male,rich,car,,kaggle,little,free,good,56,391779,293
18,moderate,1295,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,good,27,391779,86
30,moderate,2181,car,2,2,male,male,moderate,car,,kaggle,NA,own,good,36,391779,882
60,moderate,,car,3,3,female,female,moderate,car,,kaggle,moderate,own,bad,24,391779,332
24,rich,3749,furniture/equipment,2,2,female,female,rich,furniture/equipment,,kaggle,little,own,good,26,391779,312
30,rich,1908,business,3,3,male,male,rich,business,,kaggle,little,own,bad,66,391779,213
9,moderate,790,radio/TV,1,1,female,female,moderate,radio/TV,,kaggle,quite rich,own,good,66,391779,723
15,NA,1459,radio/TV,1,1,female,female,NA,radio/TV,,kaggle,little,own,good,43,391779,345
12,moderate,888,car,1,1,male,male,moderate,car,,kaggle,little,own,bad,41,391779,656
6,little,343,domestic appliances,2,2,female,female,little,domestic appliances,,kaggle,little,own,good,27,391779,458
60,moderate,6288,education,2,2,male,male,moderate,education,,kaggle,little,free,bad,42,391779,938
24,moderate,11328,vacation/others,3,3,male,male,moderate,vacation/others,,kaggle,little,own,bad,29,391779,431
48,little,4605,car,2,2,male,male,little,car,,kaggle,little,free,bad,24,391779,242
12,NA,976,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,35,391779,803
24,little,4169,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,28,391779,338
15,NA,4657,car,2,2,male,male,NA,car,,kaggle,little,563,good,30,391779,224
18,moderate,1056,car,2,2,male,male,moderate,car,,kaggle,little,own,bad,30,391779,580
4,NA,1455,car,1,1,male,male,NA,car,,kaggle,little,own,good,42,391779,943
24,little,2359,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,moderate,own,bad,33,391779,918
18,NA,1808,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,own,bad,22,391779,614
36,NA,4686,car,3,3,male,male,NA,car,,kaggle,little,free,good,32,391779,511
18,moderate,1295,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,good,27,391779,86
24,little,6579,car,3,3,male,male,little,car,,kaggle,little,free,good,29,391779,988
24,NA,2611,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,46,391779,839
60,little,7297,business,2,2,male,male,little,business,,kaggle,little,rent,bad,36,391779,973
12,little,1168,car,1,1,male,male,little,car,,kaggle,little,own,good,27,391779,201
,little,7476,,3,3,male,male,little,,,kaggle,little,free,good,50,391779,650
12,little,1409,car,2,2,male,male,little,car,,kaggle,little,own,good,54,391779,91
18,NA,1126,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,NA,rent,good,21,391779,386
,,,,,,,,,,,kaggle,,,bad,33,391779,419
42,little,3965,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,34,391779,76
,,,,1,1,male,male,,,,kaggle,NA,own,,49,391779,
6,rich,1047,education,1,1,female,female,rich,education,,kaggle,little,own,good,50,391779,664
24,NA,7393,car,1,1,male,male,NA,car,,kaggle,little,own,good,43,391779,971
45,little,11816,business,2,2,male,male,little,business,,kaggle,little,rent,bad,29,391779,832
21,little,1647,car,1,1,male,male,little,car,,kaggle,NA,own,bad,40,391779,182
15,little,1433,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,good,25,391779,985
24,moderate,2718,car,1,1,female,female,moderate,car,,kaggle,little,rent,bad,20,391779,593
6,NA,362,car,1,1,female,female,NA,car,,kaggle,moderate,own,good,52,391779,379
18,moderate,1245,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,33,391779,474
12,little,709,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,own,bad,57,391779,849
15,NA,1471,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,free,good,35,391779,852
30,rich,1908,business,3,3,male,male,rich,business,,kaggle,little,own,bad,66,391779,213
60,NA,10366,car,3,3,male,male,NA,car,,kaggle,little,own,good,42,391779,672
9,NA,2134,car,2,2,male,male,NA,car,,kaggle,little,own,good,48,391779,20
30,NA,5771,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,25,391779,753
6,NA,1338,domestic appliances,2,2,male,male,NA,domestic appliances,,kaggle,quite rich,own,good,62,391779,816
21,rich,2319,education,2,2,male,male,rich,education,,kaggle,little,rent,bad,33,391779,535
15,NA,3343,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,free,good,28,391779,857
36,little,2712,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,41,391779,822
48,NA,3578,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,47,391779,115
12,,618,radio/TV,2,2,male,male,,radio/TV,,kaggle,little,own,good,56,391779,
24,little,3345,furniture/equipment,3,3,male,male,little,furniture/equipment,,kaggle,little,rent,bad,39,391779,919
9,NA,2301,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,moderate,rent,good,22,391779,795
24,little,2384,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,rent,good,64,391779,678
21,NA,5248,car,2,2,male,male,NA,car,,kaggle,NA,own,good,26,391779,748
18,moderate,1113,radio/TV,1,1,female,female,moderate,radio/TV,,kaggle,little,own,good,26,391779,524
12,little,1282,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,20,391779,155
27,little,2442,business,3,3,male,male,little,business,,kaggle,little,own,good,43,391779,890
36,little,8065,education,3,3,female,female,little,education,,kaggle,little,own,bad,25,391779,771
21,moderate,2353,car,2,2,male,male,moderate,car,,kaggle,little,own,good,47,391779,
15,NA,1478,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,33,391779,682
36,little,9629,car,2,2,male,male,little,car,,kaggle,little,own,bad,24,391779,812
12,moderate,1995,car,2,2,male,male,moderate,car,,kaggle,moderate,own,good,27,391779,553
6,moderate,454,repairs,1,1,male,male,moderate,repairs,,kaggle,little,own,good,22,391779,964
12,moderate,6078,car,2,2,male,male,moderate,car,,kaggle,little,own,good,32,391779,107
18,moderate,3590,business,0,0,male,male,moderate,business,,kaggle,little,own,good,40,391779,950
18,little,4153,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,42,391779,899
24,NA,1525,car,2,2,female,female,NA,car,,kaggle,rich,own,good,34,391779,327
21,little,1647,car,1,1,male,male,little,car,,kaggle,NA,own,bad,40,391779,182
15,rich,2327,radio/TV,1,1,female,female,rich,radio/TV,,kaggle,little,own,bad,25,391779,834
24,little,6872,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,55,391779,924
15,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
6,NA,1346,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,free,good,42,391779,150
18,moderate,6361,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,little,own,good,41,391779,659
12,moderate,1567,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,good,22,391779,12
30,NA,7596,car,2,2,male,male,NA,car,,kaggle,NA,own,good,63,391779,715
24,NA,4042,car,2,2,male,male,NA,car,,kaggle,NA,own,good,43,391779,851
12,little,1526,car,3,3,male,male,little,car,,kaggle,little,free,good,66,391779,75
24,little,3149,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,free,good,22,391779,229
,,,,,,,,,,,kaggle,,,bad,24,391779,561
12,little,4843,car,2,2,male,male,little,car,,kaggle,little,rent,bad,43,391779,668
30,NA,4530,radio/TV,3,3,female,female,NA,radio/TV,,kaggle,little,rent,good,26,391779,675
18,moderate,7374,furniture/equipment,3,3,male,male,moderate,furniture/equipment,,kaggle,little,own,good,40,391779,387
12,rich,3399,radio/TV,3,3,male,male,rich,radio/TV,,kaggle,NA,own,good,37,391779,361
,,,,2,2,female,female,,,,kaggle,quite rich,rent,,28,391779,
24,little,1207,car,2,2,female,female,little,car,,kaggle,little,rent,bad,24,391779,504
,,,,,,,,,,,kaggle,,,bad,37,391779,563
18,NA,2169,business,2,2,male,male,NA,business,,kaggle,little,own,bad,28,391779,861
24,NA,2835,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,quite rich,own,good,53,391779,6
15,moderate,1308,repairs,1,1,male,male,moderate,repairs,,kaggle,,own,good,38,391779,641
,NA,3609,business,2,2,female,female,NA,business,,kaggle,little,own,good,27,391779,667
18,NA,3780,furniture/equipment,3,3,male,male,NA,furniture/equipment,,kaggle,little,own,good,35,391779,824
36,moderate,2323,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,rent,good,24,391779,101
30,little,10623,car,3,3,male,male,little,car,,kaggle,little,free,good,38,391779,205
12,NA,996,repairs,2,2,female,female,NA,repairs,,kaggle,NA,own,good,23,391779,550
7,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
24,NA,1597,education,2,2,male,male,NA,education,,kaggle,little,free,good,54,391779,800
15,little,806,business,1,1,female,female,little,business,,kaggle,little,own,good,22,391779,573
6,little,860,car,2,2,female,female,little,car,,kaggle,little,own,good,39,391779,146
21,NA,1572,business,1,1,female,female,NA,business,,kaggle,rich,own,good,36,391779,592
12,moderate,1534,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,rent,bad,23,391779,540
24,moderate,3069,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,moderate,free,good,30,391779,959
24,NA,1393,car,2,2,male,male,NA,car,,kaggle,little,own,good,31,391779,758
36,NA,3079,car,2,2,male,male,NA,car,,kaggle,NA,own,good,36,391779,370
18,little,1880,radio/TV,3,3,male,male,little,radio/TV,,kaggle,little,own,good,32,391779,644
36,moderate,2273,education,2,2,male,male,moderate,education,,kaggle,little,own,good,32,391779,530
6,NA,,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,24,391779,102
36,NA,2394,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,NA,own,good,25,391779,69
10,NA,2901,car,2,2,female,female,NA,car,,kaggle,NA,rent,good,31,391779,767
,,,,2,2,male,male,,,,kaggle,little,own,,44,391779,479
24,NA,65445678765,,1,1,male,male,NA,,,kaggle,little,own,bad,47,391779,978
18,NA,,education,2,2,female,female,NA,education,,kaggle,moderate,own,bad,30,391779,331
10,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
24,NA,6313,car,3,3,male,male,NA,car,,kaggle,NA,own,good,41,391779,791
12,moderate,1155,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,little,own,good,40,391779,765
,NA,6110,education,2,2,male,male,NA,education,,kaggle,little,free,good,31,391779,36
15,NA,1316,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,quite rich,own,good,47,391779,726
24,little,1938,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,32,391779,321
48,moderate,8358,car,2,2,female,female,moderate,car,,kaggle,quite rich,own,good,30,391779,945
48,NA,12749,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,37,391779,921
21,NA,2288,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,own,good,23,391779,144
24,little,1358,vacation/others,3,3,male,male,little,vacation/others,,kaggle,NA,own,bad,40,391779,594
24,moderate,4241,business,1,1,male,male,moderate,business,,kaggle,little,own,bad,36,391779,597
24,NA,7393,car,,,male,male,NA,car,,kaggle,little,own,good,43,391779,971
24,rich,1925,furniture/equipment,2,2,male,male,rich,furniture/equipment,,kaggle,little,own,good,26,391779,248
12,NA,1542,business,2,2,male,male,NA,business,,kaggle,little,own,good,36,391779,365
48,little,4605,car,2,2,male,male,little,car,,kaggle,little,free,bad,24,391779,242
36,little,2145,business,2,2,male,male,little,business,,kaggle,little,own,bad,24,391779,951
18,NA,629,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,32,391779,710
42,moderate,9283,car,3,3,male,male,moderate,car,,kaggle,little,free,good,55,391779,808
24,NA,4042,car,2,2,male,male,NA,car,,kaggle,NA,own,good,43,391779,851
24,NA,4139,business,1,1,male,male,NA,business,,kaggle,moderate,own,good,27,391779,670
11,NA,7228,car,1,1,male,male,NA,car,,kaggle,little,own,good,39,391779,48
48,moderate,3844,business,1,1,male,male,moderate,business,,kaggle,moderate,free,bad,34,391779,191
21,NA,3160,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,41,391779,742
30,moderate,4221,business,2,2,female,female,moderate,business,,kaggle,little,own,good,28,391779,658
18,moderate,1245,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,33,391779,474
24,NA,5943,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,NA,own,bad,44,391779,80
6,NA,250,car,1,1,female,female,NA,car,,kaggle,rich,own,good,41,391779,725
15,NA,3594,car,1,1,female,female,NA,car,,kaggle,little,own,good,46,391779,908
27,NA,8613,car,2,2,male,male,NA,car,,kaggle,rich,own,good,27,391779,136
12,moderate,2930,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,good,27,391779,576
12,NA,2759,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,34,391779,452
36,,,furniture/equipment,,,,,,furniture/equipment,,kaggle,,,bad,,391779,
18,little,2600,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,free,bad,65,391779,624
24,moderate,6967,business,3,3,male,male,moderate,business,,kaggle,moderate,rent,good,36,391779,154
6,NA,2080,car,2,2,male,male,NA,car,,kaggle,quite rich,own,good,24,391779,673
10,little,2241,car,1,1,male,male,little,car,,kaggle,little,rent,good,48,391779,22
,,,,,,,,,,,kaggle,,,good,31,391779,418
14,little,8978,car,3,3,male,male,little,car,,kaggle,little,own,bad,45,391779,268
27,NA,8613,car,2,2,male,male,NA,car,,kaggle,rich,own,good,27,391779,136
42,moderate,5954,business,1,1,female,female,moderate,business,,kaggle,little,own,good,41,391779,73
12,moderate,2366,car,3,3,male,male,moderate,car,,kaggle,quite rich,own,good,36,391779,119
,,,,2,2,female,female,,,,kaggle,moderate,own,,27,391779,492
12,rich,1297,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,rent,good,23,391779,660
36,NA,9572,business,2,2,male,male,NA,business,,kaggle,2552,own,bad,28,391779,180
18,little,3509,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,25,391779,777
10,NA,1924,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,38,391779,151
42,moderate,9283,car,3,3,male,male,moderate,car,,kaggle,little,free,good,55,391779,808
24,NA,3105,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,25,391779,534
72,moderate,5595,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,moderate,own,bad,24,391779,677
8,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
30,moderate,1919,radio/TV,3,3,male,male,moderate,radio/TV,,kaggle,moderate,own,bad,30,391779,935
18,rich,3049,furniture/equipment,1,1,female,female,rich,furniture/equipment,,kaggle,little,own,good,45,391779,539
12,NA,2445,car,2,2,male,male,NA,car,,kaggle,NA,rent,good,26,391779,104
8,little,3398,car,1,1,male,male,little,car,,kaggle,little,own,good,39,391779,325
15,NA,874,domestic appliances,2,2,female,female,NA,domestic appliances,,kaggle,NA,own,good,24,391779,873
36,NA,10477,car,2,2,male,male,NA,car,,kaggle,NA,free,good,42,391779,902
30,NA,5954,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,38,391779,571
7,moderate,2415,radio/TV,,,male,male,moderate,radio/TV,,kaggle,little,own,good,34,391779,28
15,NA,1829,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,46,391779,891
18,NA,6761,car,2,2,male,male,NA,car,,kaggle,NA,rent,bad,68,391779,846
48,moderate,15672,business,2,2,male,male,moderate,business,,kaggle,little,own,bad,23,391779,887
14,NA,802,car,1,1,male,male,NA,car,,kaggle,little,own,good,27,391779,403
9,moderate,1549,car,0,0,male,male,moderate,car,,kaggle,NA,own,good,35,391779,799
18,NA,6761,car,2,2,male,male,NA,car,,kaggle,NA,rent,bad,68,391779,846
9,little,2799,car,2,2,male,male,little,car,,kaggle,little,rent,good,36,391779,586
42,little,3394,repairs,0,0,male,male,little,repairs,,kaggle,little,own,good,65,391779,438
18,NA,4594,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,32,391779,459
12,NA,1963,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,little,rent,good,31,391779,178
18,little,2462,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,22,391779,143
48,NA,10127,car,2,2,male,male,NA,car,,kaggle,quite rich,free,bad,44,391779,304
15,NA,1459,radio/TV,1,1,female,female,NA,radio/TV,,kaggle,little,own,good,43,391779,345
24,moderate,1355,car,,,female,female,moderate,car,,kaggle,little,,bad,25,391779,634
36,little,5179,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,29,391779,840
6,rich,1047,education,1,1,female,female,rich,education,,kaggle,little,own,good,50,391779,664
12,,,furniture/equipment,,,,,,furniture/equipment,,kaggle,,,good,34,391779,452
12,little,6199,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,rent,bad,28,391779,353
36,moderate,9034,furniture/equipment,3,3,male,male,moderate,furniture/equipment,,kaggle,moderate,rent,bad,29,391779,496
18,little,4153,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,42,391779,899
42,rich,6289,business,2,2,male,male,rich,business,,kaggle,little,own,good,33,391779,986
39,NA,2569,car,2,2,male,male,NA,car,,kaggle,quite rich,own,good,24,391779,476
18,little,2473,furniture/equipment,0,0,male,male,little,furniture/equipment,,kaggle,little,own,bad,25,391779,364
36,NA,5742,business,2,2,male,male,NA,business,,kaggle,moderate,own,good,31,391779,671
11,moderate,1577,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,rich,own,good,20,391779,167
6,moderate,753,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,good,64,391779,976
24,,,car,,,,,,car,,kaggle,,,good,,391779,
18,little,750,education,0,0,female,female,little,education,,kaggle,little,own,bad,27,391779,640
28,NA,2743,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,29,391779,426
15,NA,1386,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,rent,good,40,391779,903
12,little,902,education,2,2,male,male,little,education,,kaggle,little,rent,bad,21,391779,203
9,moderate,3195,car,1,1,female,female,moderate,car,,kaggle,NA,own,good,33,391779,909
54,moderate,15945,business,2,2,male,male,moderate,business,,kaggle,little,rent,bad,58,391779,95
48,moderate,5096,furniture/equipment,3,3,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,30,391779,444
24,NA,1474,car,2,2,male,male,NA,car,,kaggle,moderate,own,good,33,391779,855
18,moderate,6361,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,little,own,good,41,391779,659
12,little,1893,car,2,2,female,female,little,car,,kaggle,little,own,good,29,391779,954
24,NA,6842,car,3,3,male,male,NA,car,,kaggle,NA,own,good,46,391779,939
30,NA,5771,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,25,391779,753
8,moderate,760,radio/TV,1,1,female,female,moderate,radio/TV,,kaggle,little,own,good,44,391779,732
12,NA,2141,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,own,good,35,391779,232
15,NA,5324,car,2,2,female,female,NA,car,,kaggle,quite rich,free,good,35,391779,705
18,moderate,6361,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,little,own,good,41,391779,
24,little,2996,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,NA,own,bad,20,391779,495
13,moderate,882,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,good,23,391779,346
36,little,3620,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,37,391779,460
36,NA,3835,radio/TV,1,1,female,female,NA,radio/TV,,kaggle,NA,own,good,45,391779,211
,,,,2,2,male,male,,,,kaggle,little,rent,,26,391779,489
6,moderate,454,repairs,1,1,male,male,moderate,repairs,,kaggle,little,own,good,22,391779,964
18,NA,1984,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,free,good,47,391779,133
10,rich,1275,furniture/equipment,2,2,female,female,rich,furniture/equipment,,kaggle,little,own,good,23,391779,604
36,NA,5742,business,2,2,male,male,NA,business,,kaggle,moderate,own,good,31,391779,671
24,NA,717,car,2,2,male,male,NA,car,,kaggle,NA,own,good,54,391779,798
24,rich,3617,furniture/equipment,,,male,male,rich,furniture/equipment,,kaggle,NA,rent,good,20,391779,93
18,little,4153,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,42,391779,899
18,little,1553,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,44,391779,631
12,little,1108,repairs,2,2,male,male,little,repairs,,kaggle,little,own,bad,28,391779,89
12,little,2171,car,1,1,male,male,little,car,,kaggle,little,own,good,38,391779,892
,,,,,,,,,,,kaggle,,,bad,31,391779,559
27,NA,5190,repairs,2,2,male,male,NA,repairs,,kaggle,NA,own,good,48,391779,65
,,,,,,,,,,,kaggle,,,bad,28,391779,556
,,,,2,2,female,female,,,,kaggle,little,rent,bad,25,391779,707
24,moderate,1201,car,2,2,male,male,moderate,car,,kaggle,little,own,good,26,391779,481
48,little,4788,car,2,2,male,male,little,car,,kaggle,little,own,good,26,391779,286
30,NA,1867,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,58,391779,928
30,moderate,3496,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,rich,own,good,34,391779,666
15,NA,3568,radio/TV,3,3,female,female,NA,radio/TV,,kaggle,little,rent,good,54,391779,967
9,NA,936,education,2,2,male,male,NA,education,,kaggle,quite rich,own,good,52,391779,200
24,NA,5150,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,33,391779,676
24,NA,9277,car,2,2,male,male,NA,car,,kaggle,NA,free,good,48,391779,881
48,moderate,5951,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,bad,22,391779,1
30,moderate,2150,car,2,2,female,female,moderate,car,,kaggle,little,own,bad,24,391779,252
24,moderate,4351,furniture/equipment,1,1,female,female,moderate,furniture/equipment,,kaggle,NA,own,good,48,391779,317
9,moderate,918,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,30,391779,601
36,little,3249,car,3,3,male,male,little,car,,kaggle,little,free,good,39,391779,392
18,little,1190,repairs,0,0,female,female,little,repairs,,kaggle,little,free,bad,55,391779,429
30,moderate,2991,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,NA,own,good,25,391779,912
12,NA,2292,business,3,3,male,male,NA,business,,kaggle,little,own,bad,42,391779,412
12,NA,930,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,65,391779,807
12,moderate,1424,domestic appliances,2,2,male,male,moderate,domestic appliances,,kaggle,little,own,good,26,391779,207
9,moderate,790,radio/TV,1,1,female,female,moderate,radio/TV,,kaggle,quite rich,own,good,66,391779,723
6,NA,1898,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,NA,own,good,34,391779,159
36,rich,4473,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,31,391779,328
30,moderate,2503,business,2,2,male,male,moderate,business,,kaggle,moderate,own,good,41,391779,703
15,NA,2708,furniture/equipment,1,1,male,male,NA,furniture/equipment,,kaggle,little,own,good,27,391779,132
10,rich,781,car,2,2,male,male,rich,car,,kaggle,little,free,good,63,391779,123
18,moderate,2622,business,2,2,male,male,moderate,business,,kaggle,moderate,own,good,34,391779,97
9,moderate,918,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,30,391779,601
10,little,1038,car,2,2,male,male,little,car,,kaggle,little,own,good,49,391779,303
36,moderate,14318,car,3,3,male,male,moderate,car,,kaggle,little,free,bad,57,391779,378
12,moderate,1103,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,good,29,391779,696
24,little,1755,vacation/others,1,1,female,female,little,vacation/others,,kaggle,little,own,good,58,391779,83
12,little,1289,furniture/equipment,1,1,male,male,little,furniture/equipment,,kaggle,little,own,good,21,391779,587
36,little,2348,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,46,391779,397
21,NA,2993,car,1,1,male,male,NA,car,,kaggle,little,own,good,28,391779,841
15,NA,874,domestic appliances,2,2,female,female,NA,domestic appliances,,kaggle,NA,own,good,24,391779,873
18,little,3509,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,25,391779,777
15,little,950,car,2,2,353546,353546,little,car,,kaggle,little,rent,bad,33,391779,170
,NA,7980,,2,2,male,male,NA,,,kaggle,NA,rent,bad,27,391779,645
12,moderate,,car,2,2,male,male,moderate,car,,kaggle,,own,good,44,391779,23
24,NA,3757,car,2,2,female,female,NA,car,,kaggle,little,free,good,62,391779,487
24,little,3552,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,27,391779,558
36,NA,6304,business,2,2,male,male,NA,business,,kaggle,NA,own,good,36,391779,266
36,,,car,,,,,,car,,kaggle,,,bad,34,391779,446
12,little,709,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,own,bad,57,391779,849
4,NA,3380,car,2,2,female,female,NA,car,,kaggle,little,own,good,37,391779,734
15,NA,3368,car,2,2,male,male,NA,car,,kaggle,rich,rent,good,23,391779,280
24,NA,,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,,391779,508
,,,,,,,,,,,kaggle,,,good,49,391779,560
24,little,6615,car,3,3,male,male,little,car,,kaggle,little,free,good,75,391779,330
36,moderate,7432,car,2,2,female,female,moderate,car,,kaggle,little,rent,good,54,391779,815
24,NA,6314,vacation/others,3,3,male,male,NA,vacation/others,,kaggle,little,own,good,27,391779,665
12,moderate,1223,car,2,2,male,male,moderate,car,,kaggle,little,rent,bad,46,391779,398
48,moderate,3060,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,28,391779,273
18,little,2659,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,rich,own,good,28,391779,323
12,little,759,car,2,2,male,male,little,car,,kaggle,little,own,bad,26,391779,510
12,NA,1935,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,43,391779,206
21,little,1835,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,bad,25,391779,120
15,NA,874,domestic appliances,2,2,female,female,NA,domestic appliances,,kaggle,NA,own,good,24,391779,873
24,little,4817,car,2,2,male,male,little,car,,kaggle,little,own,bad,31,391779,454
18,little,1553,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,44,391779,631
12,NA,2748,education,1,1,female,female,NA,education,,kaggle,little,free,good,57,391779,263
