text,cat
"From: nsmca@aurora.alaska.edu
Subject: Blow up space station, easy way to do it.
Article-I.D.: aurora.1993Apr5.184527.1
Organization: University of Alaska Fairbanks
Lines: 28
Nntp-Posting-Host: acad3.alaska.edu

This might a real wierd idea or maybe not..

I have seen where people have blown up ballons then sprayed material into them
that then drys and makes hard walls...

Why not do the same thing for a space station..

Fly up the docking rings and baloon materials and such, blow up the baloons,
spin then around (I know a problem in micro gravity) let them dry/cure/harden?
and cut a hole for the docking/attaching ring and bingo a space station..

Of course the ballons would have to be foil covered or someother radiation
protective covering/heat shield(?) and the material used to make the wals would
have to meet the out gasing and other specs or atleast the paint/covering of
the inner wall would have to be human safe.. Maybe a special congrete or maybe
the same material as makes caplets but with some changes (saw where someone
instea dof water put beer in the caplet mixture, got a mix that was just as
strong as congret but easier to carry around and such..)

Sorry for any spelling errors, I missed school today.. (grin)..

Why musta  space station be so difficult?? why must we have girders? why be
confined to earth based ideas, lets think new ideas, after all space is not
earth, why be limited by earth based ideas??

==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked
going crazy in Nome Alaska, break up is here..
",1
"Subject: DC-X/Y/1 question
From: kkobayas@husc8.harvard.edu (Ken Kobayashi)
Keywords: DC-X
Nntp-Posting-Host: husc8.harvard.edu
Lines: 17



   I've been following discussions about the Delta Clipper program, and I
have one small question.  As I understand it, the DC-X derived orbital
vehicle (DC-Y & 1) is to reenter the atmosphere sort of sideways, not
completely nose-first.  So why is the DC-Y look symmetric in every drawing
I've seen?  I would think that an asymmetric design, sort of like 
wingless Orbiter, may work better, since less shielding is required on the
top side.  Can anybody explain?  

- Ken Kobayashi
kkobayas@husc.harvard.edu

-- 
---------------------------------------------------------------------------
      Ken Kobayashi              |   
kkobayas@husc.harvard.edu        |   ""There is no final frontier."" - IBM ad
",1
"From: henry@zoo.toronto.edu (Henry Spencer)
Subject: Re: Moonbase race
Organization: U of Toronto Zoology
Lines: 13

In article <1r6rn3INNn96@mojo.eng.umd.edu> sysmgr@king.eng.umd.edu writes:
>You'd need to launch HLVs to send up large amounts of stuff.  Do you know 
>of a private Titan pad? 

You'd need to launch HLVs to send up large amounts of stuff *if* you assume
no new launcher development.  If you assume new launcher development, with
lower costs as a specific objective, then you probably don't want to
build something HLV-sized anyway.

Nobody who is interested in launching things cheaply will buy Titans.  It
doesn't take many Titan pricetags to pay for a laser launcher or a large
gas gun or a development program for a Big Dumb Booster, all of which
would have far better cost-effectiveness.
",1
"From: mccall@mksol.dseg.ti.com (fred j mccall 575-3539)
Subject: Re: Metric vs English
Article-I.D.: mksol.1993Apr6.131900.8407
Organization: Texas Instruments Inc
Lines: 31

In <1993Apr5.195215.16833@pixel.kodak.com> dj@ekcolor.ssd.kodak.com (Dave Jones) writes:

>Keith Mancus (mancus@sweetpea.jsc.nasa.gov) wrote:
>> Bruce_Dunn@mindlink.bc.ca (Bruce Dunn) writes:
>> > SI neatly separates the concepts of ""mass"", ""force"" and ""weight""
>> > which have gotten horribly tangled up in the US system.
>> 
>>   This is not a problem with English units.  A pound is defined to
>> be a unit of force, period.  There is a perfectly good unit called
>> the slug, which is the mass of an object weighing 32.2 lbs at sea level.
>> (g = 32.2 ft/sec^2, of course.)
>> 

>American Military English units, perhaps.  Us real English types were once 
>taught that a pound is mass and a poundal is force (being that force that
>causes 1 pound to accelerate at 1 ft.s-2).  We had a rare olde tyme doing 
>our exams in those units and metric as well.

American, perhaps, but nothing military about it.  I learned (mostly)
slugs when we talked English units in high school physics and while
the teacher was an ex-Navy fighter jock the book certainly wasn't
produced by the military.

[Poundals were just too flinking small and made the math come out
funny; sort of the same reason proponents of SI give for using that.] 

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden
------------------------------------------------------------------------------
Fred.McCall@dseg.ti.com - I don't speak for others and they don't speak for me.
",1
"From: nicho@vnet.IBM.COM (Greg Stewart-Nicholls)
Subject: Re: Keeping Spacecraft on after Funding Cuts.
Reply-To: nicho@vnet.ibm.com
Disclaimer: This posting represents the poster's views, not those of IBM
News-Software: UReply 3.1
X-X-From: nicho@vnet.ibm.com
            <C5w5zJ.HHq@murdoch.acc.Virginia.EDU>
Lines: 15

In <C5w5zJ.HHq@murdoch.acc.Virginia.EDU> Greg Hennessy writes:
>In article <1r6aqr$dnv@access.digex.net> prb@access.digex.com (Pat) writes:
>#The better question  should be.
>#Why not transfer  O&M of all birds to a separate agency with continous funding
>#to support these kind of ongoing science missions.
>
>Since we don't have the money to keep them going now, how will
>changing them to a seperate agency help anything?
>
How about transferring control to a non-profit organisation that is
able to accept donations to keep craft operational.
 -----------------------------------------------------------------
Greg Nicholls ...         : Vidi
nicho@vnet.ibm.com or     : Vici
nicho@olympus.demon.co.uk : Veni
",1
"Subject: Omnipotence (was Re: Speculations)
From: jbrown@batman.bmd.trw.com
Lines: 55

In article <2942949719.2.p00261@psilink.com>, ""Robert Knowles"" <p00261@psilink.com> writes:
>>DATE:   Fri, 2 Apr 1993 23:02:22 -0500
>>FROM:   Nanci Ann Miller <nm0w+@andrew.cmu.edu>
>>
>>
>>> > 3. Can god uncreate itself?
>>> 
>>> No.  For if He did, He would violate His own nature which He cannot do.
>>> It is God's nature to Exist.  He is, after all, the ""I AM"" which is
>>> a statement of His inherent Existence.  He is existence itself.
>>> Existence cannot ""not-exist"".
>>
>>Then, as mentioned above, he must not be very omnipotent.
>>

What do you mean by omnipotent here?  Do you mean by ""omnipotent""
that God should be able to do anything/everything?  This creates
a self-contradictory definition of omnipotence which is effectively
useless.

To be descriptive, omnipotence must mean ""being all-powerful"" and
not ""being able to do anything/everything"".

Let me illustrate by analogy.
Suppose the United States were the only nuclear power on earth.  Suppose
further that the US military could not effectively be countered by any
nation or group of nations.  The US has the power to go into any country
at any time for any reason to straighten things out as the leaders of the
US see fit.  The US would be militarily ""omnipotent"".

But suppose further that the US holds to a doctrine/philosophy of not
interfering in the internal affairs of any nation, such as the current
civil war in the former Yugoslavian states.

Technically (in this scenario) the US would have the power to 
unilaterally go into Yugoslavia and straighten out the mess.  But
effectively the US could not intervene without violating its own policy 
of non-interference.  If the policy of non-interference were held to
strongly enough, then there would never be a question that it would
ever be violated.  Effectively, the US would be limited in what it
could actually do, although it had the power to do ""whatever it wanted"".
The US would simply ""never want to interfere"" for such an idea would
be beyond the consideration of its leaders given such an inviolate
non-interference policy.

God is effectively limited in the same sense.  He is all powerful, but
He cannot use His power in a way that would violate the essence of what
He, Himself is.

I hope this helps to clear up some of the misunderstanding concerning
omnipotence.

Regards,

Jim B.
",0
"From: livesey@solntze.wpd.sgi.com (Jon Livesey)
Subject: Re: Slavery (was Re: Why is sex only allowed in marriage: ...)
Organization: sgi
Lines: 37
Distribution: world
NNTP-Posting-Host: solntze.wpd.sgi.com

In article <1993Apr15.081303.16532@Cadence.COM>, mas@Cadence.COM (Masud Khan) writes:
|> 
|> Leonard, I'll give you an example of this....
|> 
|> My father recently bought a business, the business price was 150,000 pounds
|> and my father approached the people in the community for help, he raised
|> 60,000 pounds in interest free loans from friends and relatives and 
|> Muslims he knew, 50,000 had cash and the rest he got a business loan, after
|> paying off the Muslim lenders many of them helped him with further loans
|> to help him clear the bank debt and save him from further intrest, this
|> is an example of a Muslim community helping one another, why did they help
|> because of their common identity as Muslims. In turn my father has helped
|> with people buying houses to minimise the amount of intrest they pay 
|> and in some cases buy houses intrest free with the help of those more
|> fortunate in the community. 

Sorry.   Wrong.    This is how banks got started in the first place.
Sooner or later your father and his pals will lend money to someone
who eventually goes broke, and then they will realise that they
havn't been managing risk very well.   Then they will ask themselves
what it is that they need to quantify risk, and to persuade borrowers
not to take on greater loans than they can carry.    And since they
don't all want the worry of doing the calculations and handling the
money, some of them will specialise in that.

Then they'll reinvent interest, but like good Muslims, they'll call
it something else.

|> 
|> The fact is Leonard it DOES work without a fluffy bunny in sight!
|> iThat is the beauty of Islam.

Riiiight.   That's why John Major opened a new government department
a couple of months ago to help to promote minority business.   Because
they can do it all themselves by lending one another cups of sugar.

jon.
",0
"From: u1452@penelope.sdsc.edu (Jeff Bytof - SIO)
Subject: End of the Space Age?
Organization: San Diego Supercomputer Center @ UCSD
Lines: 16
Distribution: world
NNTP-Posting-Host: penelope.sdsc.edu

We are not at the end of the Space Age, but only at the end of Its
beginning.

That space exploration is no longer a driver for technical innovation,
or a focus of American cultural attention is certainly debatable; however,
technical developments in other quarters will always be examined for
possible applications in the space area and we can look forward to
many innovations that might enhance the capabilities and lower the
cost of future space operations. 

The Dream is Alive and Well.

-Jeff Bytof
member, technical staff
Institute for Remote Exploration

",1
"From: games@max.u.washington.edu
Subject: Aerospace companies cooperate in reusable vehicle market.
Article-I.D.: max.1993Apr6.121843.1
Distribution: world
Lines: 34
NNTP-Posting-Host: max.u.washington.edu

What would all of you out there in net land think of the big 6 (Martin
Mariatta, Boeing, Mcdonell Douglas, General Dynamics, Lockheed, Rockwell)
getting together, and forming a consortium to study exactly what the market
price pints are for building reusable launch vehicles, and spending say
$3million to do that.  Recognizing that most of the military requirements
for launch vehicles are pulled out of a hat somewhere (say, has the shuttle 
ever really used that 1200mi crossrange capability?  You get the idea, figure
out how many, how often, where to, etc...)

Then taking this data, and forming a sematech type company (bad example, I
know... but at least its an example...)  To develop between 3 and 5 craft
designs.  Then to take all of those designs, and figure out EXACTLY what
the technologies are, and demonstrate those technologies, in order to 
eliminate designs that can't be built today.  And lets say that this
portion again funded by the GOV cost about $20 million.

And from here all of these companies went their separate ways, with the
intention of taking all of the market data and the design data to wall
street, and saying ""I want to build this vehicle, and here are the numbers
that show %20 ROI, fund me...)


Now many of you think that this is a joke, but I have it on good authority that
just this project is shaping up in the background. It seems that the aerospace
companies have learned that everyone yelling similar but different things
ends up in many programs that do nothing much and get canceled (NASP, NLS,
ALS, DCY?, etc...)  They need to work more in the japaneese, and european
spirit of initial cooperation.  They have also learned that design requirements
that are phony (I.E. some generals idea of what a space vehicle ought to be)
ends up getting chopped up in congress, because it is not a REAL requirement.

Any feedback?

			John.
",1
"From: perry@dsinc.com (Jim Perry)
Subject: Re: [soc.motss, et al.] ""Princeton axes matching funds for Boy Scouts""
Article-I.D.: dsi.1pq6skINNhi4
Distribution: usa
Organization: Decision Support Inc.
Lines: 28
NNTP-Posting-Host: dsi.dsinc.com

In article <1993Apr3.221101.25314@midway.uchicago.edu> shou@midway.uchicago.edu writes:
>In article <1pi0dhINN8ub@dsi.dsinc.com> perry@dsinc.com (Jim Perry) writes:
>>Bigots never concede that their bigotry is irrational; it
>>is other people who determine that by examining their arguments.
>[...]
>No!  I  expected it! You've set yourself up a wonderful little
>world where a bigot is whomever you say it is.  This is very 
>comfortable for you--imagine, never having to entertain an
>argument against your belief system.  Simply accuse the person
>making of being a bigot.  

Well, this particular thread of vituperation slopped its venom over
into alt.atheism, where we spend most of our time entertaining
arguments against our belief system, without resorting to accusing
others of bigotry.  It's somewhat ironic that our exposure to bigotry
happens in this instance to have originated in rec.scouting, since I
always understood scouting to teach tolerance and diversity.  I
understand bigotry to be irrational prejudice against other people who
happen to be of a different race, religion, ethnic background, sex, or
other inconsequential characteristics.  All the evidence I've seen
indicates that sexual orientation and lack of belief in gods are
exactly such inconsequential characteristics.  Thus, pending further
evidence, I conclude that those who show prejudice against such people
are bigots, and organizations that exclude such people are
discriminatory.
-- 
Jim Perry   perry@dsinc.com   Decision Support, Inc., Matthews NC
These are my opinions.  For a nominal fee, they can be yours.
",0
"From: henry@zoo.toronto.edu (Henry Spencer)
Subject: Re: japanese moon landing?
Organization: U of Toronto Zoology
Lines: 22

In article <C5LDoD.7pC@news.cso.uiuc.edu> rls@uihepa.hep.uiuc.edu writes:
>allow it to go into lunar orbit without large expenditures of fuel to slow
>down. The idea is that 'natural objects sometimes get captured without
>expending fuel, we'll just find the trajectory that makes it possible"". The
>originator of the technique said that NASA wasn't interested, but that Japan
>was because their probe was small and couldn't hold a lot of fuel for
>deceleration.

Actually, Hiten wasn't originally intended to go into lunar orbit at all,
so it indeed didn't have much fuel on hand.  The lunar-orbit mission was
an afterthought, after Hagoromo (a tiny subsatellite deployed by Hiten
during a lunar flyby) had a transmitter failure and its proper insertion
into lunar orbit couldn't be positively confirmed.

It should be noted that the technique does have disadvantages.  It takes
a long time, and you end up with a relatively inconvenient lunar orbit.
If you want something useful like a low circular polar orbit, you do have
to plan to expend a certain amount of fuel, although it is reduced from
what you'd need for the brute-force approach.
-- 
All work is one man's work.             | Henry Spencer @ U of Toronto Zoology
                    - Kipling           |  henry@zoo.toronto.edu  utzoo!henry
",1
